target,dpi,time,inoc,high_N,high_P,nutrient,round,replicate,sample,shoot_mass.g,root_mass.g,leaf_area.mm2,leaves,mass_ext.mg,PAVmin,PAVint,PAVslope,RPVmin,RPVint,RPVslope,q_group,tech_cycle,quant,quant_adj,quant_zero,co,log_quant,exp_round,conc,log_conc,quant_rd
PAV,12,3,PAV,1,0,N,3,4,33PAVN4shoot,0.2477,0.0188,1278.679,2,48.6,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,38.53932571,3290.1682336260114,3290.1682336260114,0,0,8.09869397729281,3,67.69893484827183,4.215070446386361,3290
PAV,12,3,PAV,1,0,N,5,6,53PAVN6shoot,0.2813,0.017,NA,NA,47.1,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,36.776462556666665,66166.72153776624,66166.72153776624,0,0,11.099932919727069,5,1404.813620759368,7.247659918704696,66167
PAV,12,3,PAV,1,0,N,5,7,53PAVN7shoot,0.3425,0.0175,NA,NA,47,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,38.46909078,21471.41015786684,21471.41015786684,0,0,9.974477569101007,5,456.83851399716684,6.124329967390947,21471
PAV,12,3,PAV,1,1,N+P,1,1,13PAVN+P1shoot,0.2365,0.0291,1557.79,3,49.6,2800,49.60374995845039,-3.348891957999999,NA,NA,NA,15,37.57778167666667,3899.680641819145,3899.680641819145,0,0,8.268649942051798,1,78.6225935850634,4.364659108320916,3900
PAV,12,3,PAV,1,1,N+P,1,2,13PAVN+P2shoot,0.202,0.0252,1309.048,2,48.9,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,36.82959238666667,10628.08454079849,10628.08454079849,0,0,9.271255261383114,1,217.34324214311843,5.381477864902289,10628
PAV,12,3,PAV,1,1,N+P,4,5,43PAVN+P5shoot,0.4052,0.0206,1754.098,3,51.3,2800,49.60374995845039,-3.348891957999999,NA,NA,NA,15,36.819347379999996,6569.045169591602,6569.045169591602,0,0,8.790123769043532,4,128.05156276007023,4.852433016866808,6569
PAV,16,4,coinfection,0,0,low,2,3,24coinfectionlow3shoot,0.2307,0.0219,1318.572,2,48,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,36.371985116666664,15557.995670714665,15557.995670714665,0,1,9.652329976499209,2,324.12490980655554,5.781128965591318,15558
PAV,16,4,coinfection,0,0,low,4,5,44coinfectionlow5shoot,0.2351,0.0119,1381.174,2,47,2800,50.86659032166355,-3.2532892863333336,2800,49.73738099187795,-3.558046975999998,21,36.361632029999996,28744.29376413672,28744.29376413672,0,1,10.26619454875702,4,611.5807183858876,6.416046947046961,28744
PAV,16,4,coinfection,0,0,low,5,6,54coinfectionlow6shoot,0.2779,0.0145,NA,NA,48.9,2800,53.29624884074607,-3.534526507333334,2800,51.224510321393424,-3.509619395666665,38,39.496620175000004,8021.154065128633,8021.154065128633,0,1,8.98983758890327,5,164.0317804729782,5.100060192422444,8021
PAV,16,4,coinfection,0,1,P,1,1,14coinfectionP1shoot,0.162,0.0177,1013.252,3,49,2800,52.999059720874435,-3.3933433428888917,2800,51.22810233179825,-3.3048075430370365,27,37.90129471,28133.90410142632,28133.90410142632,0,1,10.24473067967553,1,574.1613081923739,6.352910381564905,28134
PAV,16,4,coinfection,0,1,P,1,2,14coinfectionP2shoot,0.2148,0.0143,1269.182,2,50.4,2800,52.396041698335196,-3.4743881866666664,2800,49.87804498427564,-3.345626683222222,25,39.57015228,4915.337802917811,4915.337802917811,0,1,8.500115759195696,1,97.52654370868673,4.580124584118373,4915
PAV,16,4,coinfection,0,1,P,2,3,24coinfectionP3shoot,0.2406,0.0303,1371.648,2,47.8,2800,52.155716614930085,-3.531808133222223,2800,53.07666939625254,-3.84486738162963,26,37.837106705,11328.875364343528,11328.875364343528,0,1,9.335110087342722,2,237.00576076032488,5.468084447845311,11329
PAV,16,4,coinfection,1,0,N,1,1,14coinfectionN1shoot,0.1879,0.0112,1183.528,2,49,2800,52.211848476274724,-3.592351510388887,2800,49.45773254949748,-3.4075128553333314,24,36.114947,30260.877288892356,30260.877288892356,0,1,10.31761097862376,1,617.5689242631094,6.425790680513133,30261
PAV,16,4,coinfection,1,0,N,1,2,14coinfectionN2shoot,0.1954,0.0165,1107.498,2,51.1,2800,52.211848476274724,-3.592351510388887,2800,49.45773254949748,-3.4075128553333314,24,38.07861201,8595.233222890347,8595.233222890347,0,1,9.058963052165547,1,168.2041726593023,5.1251785549558875,8595
PAV,16,4,coinfection,1,0,N,4,5,44coinfectionN5shoot,0.2694,0.012,1388.24,3,48.7,2800,52.879494848272664,-3.458342488666665,28000,54.97219010593116,-3.370307922173914,20,39.430536270000005,7741.857931950861,7741.857931950861,0,1,8.954396980665797,4,158.97038874642425,5.068717950577253,7742
PAV,16,4,coinfection,1,1,N+P,1,1,14coinfectionN+P1shoot,0.0747,0.0047,556.33,2,45.7,2800,50.86659032166355,-3.2532892863333336,2800,49.73738099187795,-3.558046975999998,21,36.51997884,25696.78604174077,25696.78604174077,0,1,10.154121206321461,1,562.2929111978286,6.332022908421301,25697
PAV,16,4,coinfection,1,1,N+P,1,2,14coinfectionN+P2shoot,0.2163,0.0172,1225.169,2,48.5,2800,52.879494848272664,-3.458342488666665,28000,54.97219010593116,-3.370307922173914,20,39.62172572,6816.5032708856115,6816.5032708856115,0,1,8.827101902474322,1,140.54645919351776,4.945538104530884,6817
PAV,16,4,coinfection,1,1,N+P,2,3,24coinfectionN+P3shoot,0.1276,0.0199,826.153,2,47.9,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,36.88676325666667,14405.082193615266,14405.082193615266,0,1,9.575336353411082,2,300.7324048771454,5.706220848994211,14405
PAV,16,4,PAV,0,0,low,1,1,14PAVlow1shoot,0.2673,0.016,1320.048,2,52.1,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,37.268772125,4631.138071515557,4631.138071515557,0,0,8.440557920658538,1,88.88940636306252,4.487392971899216,4631
PAV,16,4,PAV,0,0,low,1,2,14PAVlow2shoot,0.1659,0.0128,1033.327,2,52.8,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,37.09537888,3446.182043710132,3446.182043710132,0,0,8.145022243234665,1,65.26859931269189,4.17851105252245,3446
PAV,16,4,PAV,0,0,low,2,3,24PAVlow3shoot,0.1641,0.0217,881.772,3,47.6,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,35.97555796333334,7425.6832285839,7425.6832285839,0,0,8.912699976755263,2,156.00174849966177,5.04986721551789,7426
PAV,16,4,PAV,0,1,P,1,2,14PAVP2shoot,0.2613,0.0135,1316.942,3,46.4,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,36.77183151,4301.958510483667,4301.958510483667,0,0,8.366825665542134,1,92.71462307076868,4.5295262063099235,4302
PAV,16,4,PAV,0,1,P,2,3,24PAVP3shoot,0.1953,0.0275,1125.444,2,52.6,2800,49.19482930996279,-3.0508223223333335,2800,50.71861645847463,-3.568601969833332,12,35.13006083333333,40752.71415814675,40752.71415814675,0,0,10.615277721558883,2,774.7664288621055,6.6525616018152185,40753
PAV,16,4,PAV,0,1,P,4,5,44PAVP5shoot,0.3841,0.0171,1741.51,3,53.3,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,35.51055399333333,10213.616027531818,10213.616027531818,0,0,9.231477013739246,4,191.62506618258573,5.255540682567448,10214
PAV,16,4,PAV,0,1,P,5,6,54PAVP6shoot,0.2093,0.0174,NA,NA,54.1,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,36.44876989,82274.86812631937,82274.86812631937,0,0,11.317820970970018,5,1520.7923868081214,7.326986785117581,82275
PAV,16,4,PAV,1,0,N,1,1,14PAVN1shoot,0.3526,0.019,1686.697,3,51.2,2800,49.60374995845039,-3.348891957999999,NA,NA,NA,15,36.84247589333333,6465.407906547432,6465.407906547432,0,0,8.774221383809149,1,126.27749817475451,4.838481851763686,6465
PAV,16,4,PAV,1,0,N,2,3,24PAVN3shoot,0.0378,0.0046,100.158,1,29.6,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,37.603160855,6252.459371440175,6252.459371440175,0,0,8.74073016476028,2,211.23173552162754,5.352955803430263,6252
PAV,16,4,PAV,1,0,N,5,6,54PAVN6shoot,0.2622,0.0181,NA,NA,51.4,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,35.77794011666666,128523.40753828819,128523.40753828819,0,0,11.763866326559361,5,2500.4553995775914,7.8242281540982415,128523
PAV,16,4,PAV,1,1,N+P,2,3,24PAVN+P3shoot,0.3888,0.1044,1875.257,3,53.6,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,37.50665664666666,6680.273628410118,6680.273628410118,0,0,8.806914228028601,2,124.63197067929325,4.825365159951845,6680
PAV,16,4,PAV,1,1,N+P,4,5,44PAVN+P5shoot,0.2908,0.0119,1522.903,3,50.9,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,38.75143051,4392.657278974192,4392.657278974192,0,0,8.38768962567502,4,86.29975007807843,4.457826702118543,4393
PAV,16,4,PAV,1,1,N+P,5,6,54PAVN+P6shoot,0.3586,0.0188,NA,NA,49.8,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,36.07335535666667,105602.78766241168,105602.78766241168,0,0,11.567440048224162,5,2120.5379048677046,7.659425064193554,105603
PAV,19,5,coinfection,0,0,low,2,3,25coinfectionlow3shoot,0.0877,0.0116,644.579,2,41.3,2800,49.796860060958295,-3.144371795666668,2800,52.89612035071825,-3.4712520312962956,19,36.80377197333333,13557.29208503268,13557.29208503268,0,1,9.514679842808034,2,328.26373087246196,5.793817342841048,13557
PAV,19,5,coinfection,0,1,P,1,1,15coinfectionP1shoot,0.1601,0.0129,859.282,2,17.2,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,38.30895615,3533.478606266346,3533.478606266346,0,1,8.170038105567892,1,205.43480268990385,5.325128721748485,3533
PAV,19,5,coinfection,0,1,P,4,5,45coinfectionP5shoot,0.2218,0.1037,1285.263,2,50.9,2800,49.796860060958295,-3.144371795666668,2800,52.89612035071825,-3.4712520312962956,19,38.68211746,3426.1428219684776,3426.1428219684776,0,1,8.139190365688385,4,67.31125386971469,4.209327442131909,3426
PAV,19,5,coinfection,1,0,N,1,1,15coinfectionN1shoot,0.3568,0.0292,1794.872,3,51,2800,51.34012946917131,-3.5167511616666647,2800,53.4943096934593,-3.772950433592596,44,38.380773545,4842.129128792737,4842.129128792737,0,1,8.485109805625004,1,94.94370840770073,4.553284172900677,4842
PAV,19,5,coinfection,1,0,N,1,2,15coinfectionN2shoot,0.3287,0.0252,1626.58,3,52,2800,52.211848476274724,-3.592351510388887,2800,49.45773254949748,-3.4075128553333314,24,37.75136439,10601.15835984651,10601.15835984651,0,1,9.26871855336042,1,203.86842999704825,5.317474834778993,10601
PAV,19,5,coinfection,1,0,N,5,6,55coinfectionN6shoot,0.3861,0.0163,NA,NA,48.8,2800,55.29559506087862,-3.4535579345374523,2800,51.96716876869854,-3.3692454026666625,39,42.67062378,4525.243522502692,4525.243522502692,0,1,8.417426671813603,5,92.73040005128468,4.529696358954502,4525
PAV,19,5,coinfection,1,1,N+P,2,3,25coinfectionN+P3shoot,0.2225,0.0204,1378.179,2,46.4,2800,52.879494848272664,-3.458342488666665,28000,54.97219010593116,-3.370307922173914,20,37.97265752333333,20436.16411723377,20436.16411723377,0,1,9.925061361208899,2,440.4345714921071,6.087761901976689,20436
PAV,19,5,coinfection,1,1,N+P,4,5,45coinfectionN+P5shoot,0.19,0.0348,1048.17,3,52.7,2800,52.999059720874435,-3.3933433428888917,2800,51.22810233179825,-3.3048075430370365,27,40.45832570333334,4962.342617435848,4962.342617435848,0,1,8.509633210121924,4,94.16209900257776,4.545017754574608,4962
PAV,19,5,PAV,0,0,low,1,2,15PAVlow2shoot,0.2094,0.0137,1332.433,3,44.1,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,38.117585500000004,6691.674692947102,6691.674692947102,0,0,8.808619449590283,1,151.73865516886852,5.022159667137482,6692
PAV,19,5,PAV,0,0,low,2,3,25PAVlow3shoot,0.1407,0.0116,876.405,2,49,2800,50.22608974830922,-3.560085041666667,NA,NA,NA,17,35.154534659999996,17119.132766905648,17119.132766905648,0,0,9.747951992273979,2,349.37005646746223,5.856131694163352,17119
PAV,19,5,PAV,0,0,low,3,4,35PAVlow4shoot,0.2697,0.035,1674.236,3,46.6,2800,49.67861051029473,-3.3854052233333336,NA,NA,NA,16,37.67242813,3519.2778191955376,3519.2778191955376,0,0,8.166011082541656,3,75.52098324453944,4.324410541410057,3519
PAV,19,5,PAV,0,0,low,5,6,55PAVlow6shoot,0.2986,0.0227,NA,NA,46.7,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,37.66992950333333,36528.6651010567,36528.6651010567,0,0,10.505852576582807,5,782.1983961682377,6.662108411907956,36529
PAV,19,5,PAV,0,0,low,5,7,55PAVlow7shoot,0.3644,0.0182,NA,NA,49.8,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,37.443892160000004,42452.810255748664,42452.810255748664,0,0,10.656148391097117,5,852.4660693925435,6.7481334070665095,42453
PAV,19,5,PAV,0,1,P,2,3,25PAVP3shoot,0.1431,0.0197,966.031,2,45.9,2800,50.34818138034469,-3.3574419663333335,NA,NA,NA,14,38.271572113333335,3953.3693425010174,3953.3693425010174,0,0,8.28232349240056,2,86.13005103488055,4.455858375334061,3953
PAV,19,5,PAV,0,1,P,3,4,35PAVP4shoot,0.2651,0.025,1343.182,3,46.9,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,36.88866043,3970.849045163431,3970.849045163431,0,0,8.286735216095778,3,84.66629094165098,4.438717540643545,3971
PAV,19,5,PAV,0,1,P,4,5,45PAVP5shoot,0.1358,0.0348,851.965,2,47.8,2800,49.60374995845039,-3.348891957999999,NA,NA,NA,15,36.67991384,7229.994580658212,7229.994580658212,0,0,8.88599356558935,4,151.2551167501718,5.01896792609194,7230
PAV,19,5,PAV,0,1,P,5,6,55PAVP6shoot,0.3267,0.0213,NA,NA,47.6,2800,53.470203207138084,-3.4629721319999986,NA,NA,NA,36,36.95339838666667,58822.83919614478,58822.83919614478,0,0,10.98228548017368,5,1235.7739326921171,7.119452718936305,58823
PAV,19,5,PAV,1,0,N,1,2,15PAVN2shoot,0.2662,0.0162,NA,3,51.5,2800,50.22608974830922,-3.560085041666667,NA,NA,NA,17,34.32188161333333,29333.742699634324,29333.742699634324,0,0,10.286493760364205,1,569.5872368861034,6.344911952694516,29334
PAV,19,5,PAV,1,0,N,3,4,35PAVN4shoot,0.3647,0.0264,1447.076,3,51,2800,48.97662263167208,-3.3588090899999994,NA,NA,NA,13,35.40638605666667,10969.65278297596,10969.65278297596,0,0,9.302887901262062,3,215.0912310387443,5.371062268537737,10970
PAV,19,5,PAV,1,0,N,4,5,45PAVN5shoot,0.1955,0.0198,969.946,2,50.1,2800,54.443033163112105,-3.0831486584444425,28000,54.8519049823941,-3.428139813999994,04,42.17869186,9503.037843327373,9503.037843327373,0,0,9.159366799453977,4,189.68139407839067,5.2453457913631585,9503
