dpi,time,inoc,nutrient,round,replicate,aphid_mass.mg,conc,quant_t,nutrient_t,ext_date_t,RT_date_t,PCR_date_t,gel_date_t,PAV_t,RPV_t,notes_t,ext_notes_t,gel_notes_t,material,ID,high_N,high_P,high_N_t,high_P_t,co,t_up,t_dn,conc_s,quant_s
12,3,PAV,P,3,4,70.4,94.34287772035906,6641.738591513278,low,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.3.PAV.P.4.low,0,1,0,0,0,1,1,-0.48121295700128563,-0.3494374524294453
12,3,PAV,P,3,4,70.4,94.34287772035906,6641.738591513278,N,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.3.PAV.P.4.N,0,1,1,0,0,1,1,-0.48121295700128563,-0.3494374524294453
12,3,PAV,P,3,4,70.4,94.34287772035906,6641.738591513278,N+P,2/16/15,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,3.3.PAV.P.4.N+P,0,1,1,1,0,0,0,-0.48121295700128563,-0.3494374524294453
12,3,PAV,P,3,4,70.4,94.34287772035906,6641.738591513278,P,2/16/15,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,3.3.PAV.P.4.P,0,1,0,1,0,0,0,-0.48121295700128563,-0.3494374524294453
12,3,PAV,N,2,3,93.60000000000001,294.28579417265587,27545.150334560592,low,2/29/16,3/4/16,3/5/16,3/5/16,1,0,NA,NA,NA,shoot,2.3.PAV.N.3.low,1,0,0,0,0,1,1,-0.018270208008536987,-0.07966911180604729
12,3,PAV,N,2,3,93.60000000000001,294.28579417265587,27545.150334560592,N,2/29/16,3/4/16,3/5/16,3/5/16,1,0,NA,NA,NA,shoot,2.3.PAV.N.3.N,1,0,1,0,0,1,1,-0.018270208008536987,-0.07966911180604729
12,3,PAV,N,2,3,93.60000000000001,294.28579417265587,27545.150334560592,N+P,2/29/16,3/4/16,3/5/16,3/5/16,1,1,NA,NA,NA,shoot,2.3.PAV.N.3.N+P,1,0,1,1,0,1,1,-0.018270208008536987,-0.07966911180604729
12,3,PAV,N,2,3,93.60000000000001,294.28579417265587,27545.150334560592,P,2/29/16,3/4/16,3/5/16,3/5/16,1,0,NA,NA,NA,shoot,2.3.PAV.N.3.P,1,0,0,1,0,1,1,-0.018270208008536987,-0.07966911180604729
12,3,PAV,N,3,4,99.2,67.69893484827183,6715.734336948566,low,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.3.PAV.N.4.low,1,0,0,0,0,1,1,-0.542903665409816,-0.3484825026009366
12,3,PAV,N,3,4,99.2,67.69893484827183,6715.734336948566,N,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.3.PAV.N.4.N,1,0,1,0,0,1,1,-0.542903665409816,-0.3484825026009366
12,3,PAV,N,3,4,99.2,67.69893484827183,6715.734336948566,N+P,2/16/15,2/19/16,2/19/16,2/19/16,0.5,0,NA,NA,NA,shoot,3.3.PAV.N.4.N+P,1,0,1,1,0,1,0,-0.542903665409816,-0.3484825026009366
12,3,PAV,N,3,4,99.2,67.69893484827183,6715.734336948566,P,2/16/15,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,3.3.PAV.N.4.P,1,0,0,1,0,0,0,-0.542903665409816,-0.3484825026009366
12,3,PAV,N+P,4,5,161.5,128.05156276007023,20680.32738575134,low,2/22/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.3.PAV.N+P.5.low,1,1,0,0,0,1,1,-0.4031647240650727,-0.1682628743142014
12,3,PAV,N+P,4,5,161.5,128.05156276007023,20680.32738575134,N,2/22/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,4.3.PAV.N+P.5.N,1,1,1,0,0,1,1,-0.4031647240650727,-0.1682628743142014
12,3,PAV,N+P,4,5,161.5,128.05156276007023,20680.32738575134,N+P,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.3.PAV.N+P.5.N+P,1,1,1,1,0,1,1,-0.4031647240650727,-0.1682628743142014
12,3,PAV,N+P,4,5,161.5,128.05156276007023,20680.32738575134,P,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.3.PAV.N+P.5.P,1,1,0,1,0,1,1,-0.4031647240650727,-0.1682628743142014
16,4,coinfection,low,2,3,92.5,324.12490980655554,29981.554157106388,low,2/24/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.4.coinfection.low.3.low,0,0,0,0,1,1,1,0.05081852223595641,-0.048226176826053124
16,4,coinfection,low,2,3,92.5,324.12490980655554,29981.554157106388,N,2/24/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.4.coinfection.low.3.N,0,0,1,0,1,1,1,0.05081852223595641,-0.048226176826053124
16,4,coinfection,low,2,3,92.5,324.12490980655554,29981.554157106388,N+P,2/24/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.4.coinfection.low.3.N+P,0,0,1,1,1,1,1,0.05081852223595641,-0.048226176826053124
16,4,coinfection,low,2,3,92.5,324.12490980655554,29981.554157106388,P,2/24/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.4.coinfection.low.3.P,0,0,0,1,1,1,1,0.05081852223595641,-0.048226176826053124
16,4,coinfection,low,4,5,93.7,611.5807183858876,57305.11331275767,low,2/9/16,2/12/16,2/12/16,2/12/16,0,1,NA,NA,NA,shoot,4.4.coinfection.low.5.low,0,0,0,0,1,0,0,0.7163863983022188,0.3043971797796923
16,4,coinfection,low,4,5,93.7,611.5807183858876,57305.11331275767,N,2/9/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,4.4.coinfection.low.5.N,0,0,1,0,1,1,1,0.7163863983022188,0.3043971797796923
16,4,coinfection,low,4,5,93.7,611.5807183858876,57305.11331275767,P,2/9/16,2/12/16,2/12/16,2/12/16,0.5,0,NA,NA,NA,shoot,4.4.coinfection.low.5.P,0,0,0,1,1,1,0,0.7163863983022188,0.3043971797796923
16,4,coinfection,P,2,3,95.60000000000001,237.00576076032488,22657.75072868706,low,2/24/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.4.coinfection.P.3.low,0,1,0,0,1,1,1,-0.15089494211172103,-0.14274329786940543
16,4,coinfection,P,2,3,95.60000000000001,237.00576076032488,22657.75072868706,N,2/24/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.4.coinfection.P.3.N,0,1,1,0,1,1,1,-0.15089494211172103,-0.14274329786940543
16,4,coinfection,P,2,3,95.60000000000001,237.00576076032488,22657.75072868706,N+P,2/24/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.4.coinfection.P.3.N+P,0,1,1,1,1,1,1,-0.15089494211172103,-0.14274329786940543
16,4,coinfection,P,2,3,95.60000000000001,237.00576076032488,22657.75072868706,P,2/24/16,2/26/16,2/26/16,2/26/16,0,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.4.coinfection.P.3.P,0,1,0,1,1,0,0,-0.15089494211172103,-0.14274329786940543
16,4,coinfection,N,4,5,107.80000000000001,158.97038874642425,17137.007906864535,N,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.4.coinfection.N.5.N,1,0,1,0,1,1,1,-0.331576059901688,-0.21399107542643325
16,4,coinfection,N,4,5,107.80000000000001,158.97038874642425,17137.007906864535,N+P,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.4.coinfection.N.5.N+P,1,0,1,1,1,1,1,-0.331576059901688,-0.21399107542643325
16,4,coinfection,N,4,5,107.80000000000001,158.97038874642425,17137.007906864535,P,2/9/16,2/12/16,2/12/16,2/12/16,0.5,1,NA,NA,NA,shoot,4.4.coinfection.N.5.P,1,0,0,1,1,1,0,-0.331576059901688,-0.21399107542643325
16,4,coinfection,N+P,2,3,51,300.7324048771454,15337.352648734417,N,12/15/15,1/6/16,1/7/16,1/7/16,1,1,NA,NA,PAV ctrl didn't show up,shoot,2.4.coinfection.N+P.3.N,1,1,1,0,1,1,1,-0.003343889366313376,-0.2372164712923217
16,4,coinfection,N+P,2,3,51,300.7324048771454,15337.352648734417,N+P,12/15/15,1/6/16,1/7/16,1/7/16,0,1,NA,NA,PAV ctrl didn't show up,shoot,2.4.coinfection.N+P.3.N+P,1,1,1,1,1,0,0,-0.003343889366313376,-0.2372164712923217
16,4,coinfection,N+P,2,3,51,300.7324048771454,15337.352648734417,P,12/15/15,1/6/16,1/7/16,1/7/16,0,0,NA,NA,PAV ctrl didn't show up,shoot,2.4.coinfection.N+P.3.P,1,1,0,1,1,0,0,-0.003343889366313376,-0.2372164712923217
16,4,PAV,low,2,3,65.4,156.00174849966177,10202.51435187788,low,2/23/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,2.4.PAV.low.3.low,0,0,0,0,0,1,1,-0.33844957410760196,-0.303483969810749
16,4,PAV,low,2,3,65.4,156.00174849966177,10202.51435187788,N,2/23/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.4.PAV.low.3.N,0,0,1,0,0,1,1,-0.33844957410760196,-0.303483969810749
16,4,PAV,low,2,3,65.4,156.00174849966177,10202.51435187788,N+P,2/23/16,2/26/16,2/26/16,2/26/16,0.5,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.4.PAV.low.3.N+P,0,0,1,1,0,1,0,-0.33844957410760196,-0.303483969810749
16,4,PAV,low,2,3,65.4,156.00174849966177,10202.51435187788,P,2/23/16,2/26/16,2/26/16,2/26/16,0,0,NA,NA,RT ctrl positive for RPV,shoot,2.4.PAV.low.3.P,0,0,0,1,0,0,0,-0.33844957410760196,-0.303483969810749
16,4,PAV,P,2,3,77.5,774.7664288621055,60044.39823681318,low,2/23/16,2/26/16,2/26/16,2/26/16,0.5,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.4.PAV.P.3.low,0,1,0,0,0,1,0,1.0942224464335817,0.3397489375473177
16,4,PAV,P,2,3,77.5,774.7664288621055,60044.39823681318,N,2/23/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.4.PAV.P.3.N,0,1,1,0,0,1,1,1.0942224464335817,0.3397489375473177
16,4,PAV,P,2,3,77.5,774.7664288621055,60044.39823681318,N+P,2/23/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,2.4.PAV.P.3.N+P,0,1,1,1,0,1,1,1.0942224464335817,0.3397489375473177
16,4,PAV,P,4,5,153.5,191.62506618258573,29414.447659026908,low,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.4.PAV.P.5.low,0,1,0,0,0,1,1,-0.2559682493925579,-0.055544952384044645
16,4,PAV,P,4,5,153.5,191.62506618258573,29414.447659026908,N,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.4.PAV.P.5.N,0,1,1,0,0,1,1,-0.2559682493925579,-0.055544952384044645
16,4,PAV,P,4,5,153.5,191.62506618258573,29414.447659026908,N+P,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.4.PAV.P.5.N+P,0,1,1,1,0,1,1,-0.2559682493925579,-0.055544952384044645
16,4,PAV,P,4,5,153.5,191.62506618258573,29414.447659026908,P,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.4.PAV.P.5.P,0,1,0,1,0,1,1,-0.2559682493925579,-0.055544952384044645
