dpi,time,inoc,nutrient,round,replicate,aphid_mass_mg,conc,quant_t,nutrient_t,ext_date_t,RT_date_t,PCR_date_t,gel_date_t,PAV_t,RPV_t,notes_t,ext_notes_t,gel_notes_t,material,ID,high_N,high_P,high_N_t,high_P_t,co,t_up,t_dn,conc_s,quant_s
29,8,coinfection,low,1,1,21.8,410.16116343463926,8941.5133628751355,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.N+P,0,0,1,1,1,1,1,0.21596953153221102,-0.3133098064745335
29,8,coinfection,low,1,1,21.8,410.16116343463926,8941.5133628751355,P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.P,0,0,0,1,1,1,1,0.21596953153221102,-0.3133098064745335
29,8,coinfection,N,1,1,211.5,3303.077380083324,698600.8658876229,N,4/5/16,4/8/16,4/9/16,4/9/16,1,0.5,NA,NA,NA,shoot,1.8.coinfection.N.1.N,1,0,1,0,1,1,1,6.443135999765033,7.859644629138719
29,8,coinfection,N,1,1,211.5,3303.077380083324,698600.8658876229,low,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.N.1.low,1,0,0,0,1,1,1,6.443135999765033,7.859644629138719
29,8,coinfection,N,1,1,211.5,3303.077380083324,698600.8658876229,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.N.1.N+P,1,0,1,1,1,1,1,6.443135999765033,7.859644629138719
29,8,coinfection,N,1,1,211.5,3303.077380083324,698600.8658876229,P,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N.1.P,1,0,0,1,1,0,0,6.443135999765033,7.859644629138719
29,8,coinfection,N+P,1,1,282.9,312.299925032867,88349.64879179807,low,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.low,1,1,0,0,1,0,0,0.005317657548381933,0.6277331450952488
29,8,coinfection,N+P,1,1,282.9,312.299925032867,88349.64879179807,N,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.N,1,1,1,0,1,0,0,0.005317657548381933,0.6277331450952488
29,8,coinfection,N+P,1,1,282.9,312.299925032867,88349.64879179807,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.N+P,1,1,1,1,1,1,1,0.005317657548381933,0.6277331450952488
29,8,coinfection,N+P,1,1,282.9,312.299925032867,88349.64879179807,P,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.P,1,1,0,1,1,0,0,0.005317657548381933,0.6277331450952488
29,8,PAV,low,1,1,112.9,144.22935122378192,16283.49375316498,low,2/29/16,3/4/16,3/5/16,3/5/16,0,0,NA,NA,NA,shoot,1.8.PAV.low.1.low,0,0,0,0,0,0,0,-0.35646379865052175,-0.22630211060651922
29,8,PAV,low,1,1,112.9,144.22935122378192,16283.49375316498,N,2/29/16,3/4/16,3/5/16,3/5/16,0.5,0,NA,NA,NA,shoot,1.8.PAV.low.1.N,0,0,1,0,0,1,0,-0.35646379865052175,-0.22630211060651922
29,8,PAV,low,1,1,112.9,144.22935122378192,16283.49375316498,N+P,3/21/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.8.PAV.low.1.N+P,0,0,1,1,0,1,1,-0.35646379865052175,-0.22630211060651922
29,8,PAV,low,1,1,112.9,144.22935122378192,16283.49375316498,P,3/21/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.8.PAV.low.1.P,0,0,0,1,0,1,1,-0.35646379865052175,-0.22630211060651922
29,8,PAV,N,1,1,105.39999999999999,155.2989646401582,16368.510873072673,N,2/29/16,3/4/16,3/5/16,3/5/16,0.5,0,NA,NA,NA,shoot,1.8.PAV.N.1.N,1,0,1,0,0,1,0,-0.3326358270397111,-0.22529459719470377
29,8,PAV,N,1,1,105.39999999999999,155.2989646401582,16368.510873072673,low,3/21/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.8.PAV.N.1.low,1,0,0,0,0,1,1,-0.3326358270397111,-0.22529459719470377
29,8,PAV,N,1,1,105.39999999999999,155.2989646401582,16368.510873072673,P,3/21/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.8.PAV.N.1.P,1,0,0,1,0,1,1,-0.3326358270397111,-0.22529459719470377
29,8,PAV,N+P,1,1,150.9,369.0110661614023,55683.76988375561,low,3/21/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.8.PAV.N+P.1.low,1,1,0,0,0,1,1,0.12739160990775672,0.24061921857873592
29,8,PAV,N+P,1,1,150.9,369.0110661614023,55683.76988375561,N,3/21/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.8.PAV.N+P.1.N,1,1,1,0,0,1,1,0.12739160990775672,0.24061921857873592
29,8,PAV,N+P,1,1,150.9,369.0110661614023,55683.76988375561,N+P,3/21/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.8.PAV.N+P.1.N+P,1,1,1,1,0,1,1,0.12739160990775672,0.24061921857873592
29,8,PAV,N+P,1,1,150.9,369.0110661614023,55683.76988375561,P,3/21/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.8.PAV.N+P.1.P,1,1,0,1,0,1,1,0.12739160990775672,0.24061921857873592
29,8,PAV,P,1,1,39,131.09858060348589,5112.844643535949,low,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.8.PAV.P.1.low,0,1,0,0,0,1,1,-0.3847285282124059,-0.3586822572035244
29,8,PAV,P,1,1,39,131.09858060348589,5112.844643535949,N,2/5/16,2/10/16,2/10/16,2/10/16,0.5,0,NA,NA,NA,shoot,1.8.PAV.P.1.N,0,1,1,0,0,1,0,-0.3847285282124059,-0.3586822572035244
29,8,PAV,P,1,1,39,131.09858060348589,5112.844643535949,N+P,2/5/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.8.PAV.P.1.N+P,0,1,1,1,0,0,0,-0.3847285282124059,-0.3586822572035244
29,8,PAV,P,1,1,39,131.09858060348589,5112.844643535949,P,2/5/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.8.PAV.P.1.P,0,1,0,1,0,0,0,-0.3847285282124059,-0.3586822572035244
